,Area Code,Cogs,DifferenceBetweenActualandTargetProfit,Date,Inventory Margin,Margin,Market Size,Market,Marketing,Product_line,Product_type,Product,Profit,Sales,State,Target_cogs,Target_margin,Target_profit,Target_sales,Total_expenses,Type
196,720,54,-11,2013-04-14,404,66,Major Market,Central,20,Leaves,Tea,Darjeeling,19,128,Colorado,30,50,30,80,53,Regular
197,970,54,0,2013-04-15,1037,64,Major Market,Central,16,Leaves,Tea,Earl Grey,40,126,Colorado,30,50,40,80,37,Regular
198,978,27,-20,2013-04-16,859,39,Major Market,East,7,Leaves,Tea,Darjeeling,30,70,Massachusetts,20,50,50,70,19,Regular
199,626,76,67,2013-04-17,580,111,Major Market,West,21,Leaves,Tea,Earl Grey,117,199,California,30,50,50,80,32,Regular
200,262,22,-35,2013-04-18,573,29,Small Market,Central,7,Beans,Espresso,Decaf Espresso,15,54,Wisconsin,20,50,50,70,19,Decaf
201,641,23,-23,2013-04-19,800,35,Small Market,Central,6,Beans,Espresso,Caffe Mocha,27,62,Iowa,20,50,50,70,17,Regular
202,203,79,20,2013-04-20,593,98,Small Market,East,30,Leaves,Herbal Tea,Lemon,50,189,Connecticut,40,50,30,90,64,Decaf
203,203,65,2,2013-04-21,1053,77,Small Market,East,20,Leaves,Herbal Tea,Mint,52,151,Connecticut,30,50,50,80,42,Decaf
204,262,46,5,2013-04-22,449,67,Small Market,Central,14,Leaves,Tea,Darjeeling,45,120,Wisconsin,20,50,40,70,37,Regular
205,262,60,0,2013-04-23,606,84,Small Market,Central,54,Leaves,Tea,Earl Grey,0,153,Wisconsin,40,50,0,90,84,Regular
206,425,60,45,2013-04-24,329,99,Small Market,West,18,Leaves,Tea,Darjeeling,85,169,Washington,20,50,40,70,42,Regular
207,312,40,10,2013-04-25,536,52,Major Market,Central,13,Leaves,Herbal Tea,Lemon,40,98,Illinois,30,50,30,80,25,Decaf
208,419,36,5,2013-04-26,862,52,Major Market,Central,10,Leaves,Herbal Tea,Lemon,45,94,Ohio,30,50,40,80,22,Decaf
209,857,55,2,2013-04-27,410,69,Major Market,East,20,Leaves,Herbal Tea,Lemon,22,132,Massachusetts,40,50,20,90,54,Decaf
210,323,40,10,2013-04-28,536,52,Major Market,West,13,Leaves,Herbal Tea,Mint,40,98,California,30,50,30,80,25,Decaf
211,352,28,-6,2013-04-29,875,42,Major Market,East,7,Leaves,Tea,Darjeeling,34,75,Florida,20,50,40,70,19,Regular
212,904,31,2,2013-04-30,856,47,Major Market,East,8,Leaves,Tea,Green Tea,42,83,Florida,30,50,40,80,19,Regular
213,978,32,3,2013-05-01,482,48,Major Market,East,8,Leaves,Tea,Green Tea,43,85,Massachusetts,30,50,40,80,19,Regular
214,760,50,30,2013-05-02,589,73,Major Market,West,14,Leaves,Tea,Earl Grey,70,131,California,30,50,40,80,26,Regular
215,515,0,6,2013-05-03,387,43,Small Market,Central,0,Beans,Espresso,Decaf Espresso,46,46,Iowa,0,50,40,50,12,Decaf
216,505,82,-22,2013-05-04,1804,40,Small Market,South,25,Beans,Coffee,Decaf Irish Cream,-12,130,New Mexico,90,50,10,140,48,Decaf
217,515,22,-16,2013-05-05,802,34,Small Market,Central,6,Beans,Espresso,Caffe Mocha,24,60,Iowa,20,50,40,70,18,Regular
218,505,44,-10,2013-05-06,325,62,Small Market,South,40,Beans,Espresso,Caffe Mocha,-10,113,New Mexico,30,50,0,80,69,Regular
219,775,33,-16,2013-05-07,243,41,Small Market,West,12,Beans,Coffee,Colombian,-6,79,Nevada,30,50,10,80,45,Regular
220,314,44,-12,2013-05-08,325,62,Small Market,Central,40,Leaves,Herbal Tea,Chamomile,-12,113,Missouri,40,50,0,90,70,Decaf
221,715,31,0,2013-05-09,856,47,Small Market,Central,8,Leaves,Herbal Tea,Lemon,40,83,Wisconsin,20,50,40,70,20,Decaf
222,959,69,26,2013-05-10,1060,81,Small Market,East,21,Leaves,Herbal Tea,Mint,56,160,Connecticut,50,50,30,100,43,Decaf
223,715,49,29,2013-05-11,454,71,Small Market,Central,15,Leaves,Tea,Darjeeling,49,128,Wisconsin,40,50,20,90,38,Regular
224,206,49,20,2013-05-12,454,71,Small Market,West,15,Leaves,Tea,Earl Grey,50,128,Washington,30,50,30,80,37,Regular
225,970,43,13,2013-05-13,531,56,Major Market,Central,14,Beans,Coffee,Colombian,43,106,Colorado,40,50,30,90,27,Regular
226,330,41,16,2013-05-14,435,60,Major Market,Central,13,Beans,Coffee,Colombian,36,108,Ohio,40,50,20,90,36,Regular
227,978,47,-20,2013-05-15,571,52,Major Market,East,42,Beans,Espresso,Caffe Mocha,-30,106,Massachusetts,40,50,-10,90,72,Regular
228,312,43,13,2013-05-16,531,56,Major Market,Central,14,Leaves,Herbal Tea,Lemon,43,106,Illinois,40,50,30,90,27,Decaf
229,323,43,13,2013-05-17,531,56,Major Market,West,14,Leaves,Herbal Tea,Mint,43,106,California,40,50,30,90,27,Decaf
230,303,46,-1,2013-05-18,422,57,Major Market,Central,17,Leaves,Tea,Darjeeling,9,110,Colorado,30,50,10,80,51,Regular
231,970,53,19,2013-05-19,1054,63,Major Market,Central,16,Leaves,Tea,Earl Grey,39,124,Colorado,40,50,20,90,37,Regular
232,978,33,3,2013-05-20,870,49,Major Market,East,9,Leaves,Tea,Darjeeling,43,87,Massachusetts,30,50,40,80,20,Regular
233,321,34,5,2013-05-21,863,51,Major Market,East,9,Leaves,Tea,Green Tea,45,91,Florida,30,50,40,80,21,Regular
234,563,0,7,2013-05-22,344,43,Small Market,Central,0,Beans,Espresso,Decaf Espresso,47,46,Iowa,0,50,40,50,11,Decaf
235,318,43,20,2013-05-23,466,63,Small Market,South,13,Beans,Espresso,Decaf Espresso,40,113,Louisiana,30,50,20,80,36,Decaf
236,775,31,-18,2013-05-24,1009,38,Small Market,West,9,Beans,Coffee,Decaf Irish Cream,12,74,Nevada,30,50,30,80,30,Decaf
237,515,23,-15,2013-05-25,807,35,Small Market,Central,6,Beans,Espresso,Caffe Mocha,25,62,Iowa,20,50,40,70,18,Regular
238,225,41,26,2013-05-26,320,66,Small Market,South,12,Beans,Espresso,Caffe Mocha,46,114,Louisiana,30,50,20,80,35,Regular
239,971,46,-1,2013-05-27,422,57,Small Market,West,17,Beans,Espresso,Caffe Latte,9,110,Oregon,40,50,10,90,51,Regular
240,262,43,22,2013-05-28,466,63,Small Market,Central,13,Leaves,Tea,Darjeeling,42,113,Wisconsin,30,50,20,80,35,Regular
241,959,33,2,2013-05-29,818,49,Small Market,East,9,Leaves,Tea,Green Tea,42,87,Connecticut,30,50,40,80,21,Regular
242,435,49,-6,2013-05-30,335,69,Small Market,West,44,Leaves,Tea,Darjeeling,-6,126,Utah,30,50,0,80,73,Regular
243,509,55,6,2013-05-31,627,76,Small Market,West,49,Leaves,Tea,Green Tea,-4,140,Washington,40,50,-10,90,79,Regular
244,630,39,-13,2013-06-01,541,51,Major Market,Central,12,Leaves,Herbal Tea,Lemon,27,90,Illinois,20,40,40,60,24,Decaf
245,209,39,-14,2013-06-02,541,51,Major Market,West,12,Leaves,Herbal Tea,Mint,26,90,California,20,40,40,60,25,Decaf
246,505,86,-36,2013-06-03,1698,23,Small Market,South,26,Beans,Coffee,Decaf Irish Cream,-26,109,New Mexico,110,40,10,150,49,Decaf
247,318,46,-10,2013-06-04,449,67,Small Market,South,14,Beans,Espresso,Decaf Espresso,30,113,Louisiana,20,40,40,60,37,Decaf
248,515,31,-23,2013-06-05,1000,37,Small Market,Central,9,Beans,Coffee,Colombian,7,68,Iowa,20,40,30,60,30,Regular
249,505,45,-16,2013-06-06,320,64,Small Market,South,41,Beans,Espresso,Caffe Mocha,-6,109,New Mexico,20,40,10,60,70,Regular
250,801,32,-12,2013-06-07,833,47,Small Market,West,8,Beans,Espresso,Caffe Latte,28,79,Utah,20,40,40,60,19,Regular
251,505,31,-24,2013-06-08,1000,37,Small Market,South,9,Leaves,Herbal Tea,Lemon,6,68,New Mexico,10,40,30,50,31,Decaf
252,636,39,-17,2013-06-09,244,53,Small Market,Central,12,Leaves,Tea,Darjeeling,13,92,Missouri,20,40,30,60,40,Regular
253,959,24,-22,2013-06-10,806,36,Small Market,East,6,Leaves,Tea,Green Tea,18,60,Connecticut,20,40,40,60,18,Regular
254,603,0,-8,2013-06-11,430,43,Small Market,East,0,Leaves,Tea,Green Tea,32,43,New Hampshire,0,40,40,40,11,Regular
255,801,45,-26,2013-06-12,320,64,Small Market,West,41,Leaves,Tea,Darjeeling,-6,109,Utah,10,40,20,50,70,Regular
256,206,60,-10,2013-06-13,606,84,Small Market,West,54,Leaves,Tea,Green Tea,0,144,Washington,20,40,10,60,84,Regular
257,937,32,-1,2013-06-14,482,48,Major Market,Central,8,Leaves,Herbal Tea,Chamomile,29,80,Ohio,30,40,30,70,19,Decaf
258,407,54,3,2013-06-15,391,67,Major Market,East,20,Leaves,Herbal Tea,Lemon,13,121,Florida,40,40,10,80,54,Decaf
259,715,22,-19,2013-06-16,570,30,Small Market,Central,7,Beans,Espresso,Decaf Espresso,11,52,Wisconsin,20,40,30,60,19,Decaf
260,505,35,-12,2013-06-17,248,47,Small Market,South,11,Beans,Espresso,Decaf Espresso,8,82,New Mexico,20,40,20,60,39,Decaf
261,775,29,-15,2013-06-18,1003,35,Small Market,West,8,Beans,Coffee,Decaf Irish Cream,5,64,Nevada,30,40,20,70,30,Decaf
262,563,29,-15,2013-06-19,1003,35,Small Market,Central,8,Beans,Coffee,Colombian,5,64,Iowa,20,40,20,60,30,Regular
263,603,34,-3,2013-06-20,211,42,Small Market,East,12,Beans,Espresso,Regular Espresso,-3,76,New Hampshire,30,40,0,70,45,Regular
264,918,32,-1,2013-06-21,482,48,Small Market,South,8,Beans,Espresso,Caffe Mocha,29,80,Oklahoma,20,40,30,60,19,Regular
265,775,0,1,2013-06-22,387,43,Small Market,West,0,Beans,Espresso,Caffe Latte,31,43,Nevada,0,40,30,40,12,Regular
266,435,33,-3,2013-06-23,836,48,Small Market,West,9,Beans,Espresso,Caffe Latte,27,81,Utah,30,40,30,70,21,Regular
267,573,82,-9,2013-06-24,1804,40,Small Market,Central,25,Leaves,Herbal Tea,Lemon,-9,122,Missouri,70,40,0,110,49,Decaf
268,801,82,-8,2013-06-25,1804,40,Small Market,West,25,Leaves,Herbal Tea,Mint,-8,122,Utah,70,40,0,110,48,Decaf
269,417,35,-1,2013-06-26,248,47,Small Market,Central,11,Leaves,Tea,Darjeeling,9,82,Missouri,20,40,10,60,38,Regular
270,636,34,-3,2013-06-27,211,42,Small Market,Central,12,Leaves,Tea,Earl Grey,-3,76,Missouri,20,40,0,60,45,Regular
271,314,33,-4,2013-06-28,243,41,Small Market,Central,12,Leaves,Tea,Green Tea,-4,74,Missouri,20,40,0,60,45,Regular
272,603,0,2,2013-06-29,387,43,Small Market,East,0,Leaves,Tea,Green Tea,32,43,New Hampshire,0,40,30,40,11,Regular
273,435,44,3,2013-06-30,325,62,Small Market,West,40,Leaves,Tea,Darjeeling,-7,106,Utah,30,40,-10,70,69,Regular
274,937,29,-5,2013-07-01,490,44,Major Market,Central,8,Leaves,Herbal Tea,Chamomile,25,73,Ohio,20,40,30,60,19,Decaf
275,330,33,-1,2013-07-02,870,49,Major Market,Central,9,Leaves,Herbal Tea,Lemon,29,82,Ohio,30,40,30,70,20,Decaf
276,508,46,-3,2013-07-03,422,57,Major Market,East,17,Leaves,Herbal Tea,Lemon,7,103,Massachusetts,30,40,10,70,50,Decaf
277,813,30,-4,2013-07-04,882,45,Major Market,East,8,Leaves,Tea,Darjeeling,26,75,Florida,30,40,30,70,19,Regular
278,857,29,-5,2013-07-05,490,44,Major Market,East,8,Leaves,Tea,Green Tea,25,73,Massachusetts,30,40,30,70,19,Regular
279,262,24,-17,2013-07-06,567,32,Small Market,Central,7,Beans,Espresso,Decaf Espresso,13,56,Wisconsin,30,40,30,70,19,Decaf
280,702,0,1,2013-07-07,344,43,Small Market,West,0,Beans,Espresso,Caffe Latte,31,43,Nevada,0,40,30,40,12,Regular
281,435,31,-4,2013-07-08,844,46,Small Market,West,8,Beans,Espresso,Caffe Latte,26,77,Utah,30,40,30,70,20,Regular
282,715,34,0,2013-07-09,863,51,Small Market,Central,9,Leaves,Herbal Tea,Lemon,30,85,Wisconsin,30,40,30,70,21,Decaf
283,603,39,-8,2013-07-10,250,49,Small Market,East,14,Leaves,Herbal Tea,Lemon,2,88,New Hampshire,20,40,10,60,47,Decaf
284,505,31,-13,2013-07-11,1009,38,Small Market,South,9,Leaves,Herbal Tea,Lemon,7,69,New Mexico,20,40,20,60,31,Decaf
285,573,38,1,2013-07-12,256,51,Small Market,Central,12,Leaves,Tea,Darjeeling,11,89,Missouri,30,40,10,70,40,Regular
286,636,39,2,2013-07-13,250,49,Small Market,Central,14,Leaves,Tea,Green Tea,2,88,Missouri,30,40,0,70,47,Regular
287,603,0,2,2013-07-14,344,43,Small Market,East,0,Leaves,Tea,Green Tea,32,43,New Hampshire,0,40,30,40,11,Regular
288,509,41,10,2013-07-15,320,66,Small Market,West,12,Leaves,Tea,Darjeeling,30,107,Washington,30,40,20,70,36,Regular
289,801,38,2,2013-07-16,256,51,Small Market,West,12,Leaves,Tea,Earl Grey,12,89,Utah,20,40,10,60,39,Regular
290,509,43,8,2013-07-17,466,63,Small Market,West,13,Leaves,Tea,Earl Grey,28,106,Washington,30,40,20,70,35,Regular
291,312,39,0,2013-07-18,541,51,Major Market,Central,12,Leaves,Herbal Tea,Lemon,40,96,Illinois,20,40,40,60,24,Decaf
292,530,39,-1,2013-07-19,541,51,Major Market,West,12,Leaves,Herbal Tea,Mint,39,96,California,20,40,40,60,25,Decaf
293,505,86,-49,2013-07-20,1698,23,Small Market,South,26,Beans,Coffee,Decaf Irish Cream,-39,116,New Mexico,110,40,10,150,49,Decaf
294,318,46,5,2013-07-21,449,67,Small Market,South,14,Beans,Espresso,Decaf Espresso,45,120,Louisiana,20,40,40,60,37,Decaf
295,515,31,-20,2013-07-22,1000,37,Small Market,Central,9,Beans,Coffee,Colombian,10,72,Iowa,20,40,30,60,30,Regular
296,505,45,-19,2013-07-23,320,64,Small Market,South,41,Beans,Espresso,Caffe Mocha,-9,116,New Mexico,20,40,10,60,70,Regular
297,435,32,2,2013-07-24,833,47,Small Market,West,8,Beans,Espresso,Caffe Latte,42,84,Utah,20,40,40,60,19,Regular
298,505,31,-21,2013-07-25,1000,37,Small Market,South,9,Leaves,Herbal Tea,Lemon,9,72,New Mexico,10,40,30,50,31,Decaf
299,314,39,-11,2013-07-26,244,53,Small Market,Central,12,Leaves,Tea,Darjeeling,19,98,Missouri,20,40,30,60,40,Regular
300,203,24,-13,2013-07-27,806,36,Small Market,East,6,Leaves,Tea,Green Tea,27,64,Connecticut,20,40,40,60,18,Regular
301,603,0,7,2013-07-28,430,43,Small Market,East,0,Leaves,Tea,Green Tea,47,46,New Hampshire,0,40,40,40,11,Regular
302,435,45,-29,2013-07-29,320,64,Small Market,West,41,Leaves,Tea,Darjeeling,-9,116,Utah,10,40,20,50,70,Regular
303,206,60,-10,2013-07-30,606,84,Small Market,West,54,Leaves,Tea,Green Tea,0,153,Washington,20,40,10,60,84,Regular
304,440,32,13,2013-07-31,482,48,Major Market,Central,8,Leaves,Herbal Tea,Chamomile,43,85,Ohio,30,40,30,70,19,Decaf
305,561,54,9,2013-08-01,391,67,Major Market,East,20,Leaves,Herbal Tea,Lemon,19,129,Florida,40,40,10,80,54,Decaf
306,920,22,-14,2013-08-02,570,30,Small Market,Central,7,Beans,Espresso,Decaf Espresso,16,55,Wisconsin,20,40,30,60,19,Decaf
307,505,35,-8,2013-08-03,248,47,Small Market,South,11,Beans,Espresso,Decaf Espresso,12,87,New Mexico,20,40,20,60,39,Decaf
308,702,29,-13,2013-08-04,1003,35,Small Market,West,8,Beans,Coffee,Decaf Irish Cream,7,68,Nevada,30,40,20,70,30,Decaf
309,515,29,-13,2013-08-05,1003,35,Small Market,Central,8,Beans,Coffee,Colombian,7,68,Iowa,20,40,20,60,30,Regular
310,603,34,-4,2013-08-06,211,42,Small Market,East,12,Beans,Espresso,Regular Espresso,-4,81,New Hampshire,30,40,0,70,45,Regular
311,580,32,13,2013-08-07,482,48,Small Market,South,8,Beans,Espresso,Caffe Mocha,43,85,Oklahoma,20,40,30,60,19,Regular
312,775,0,16,2013-08-08,387,43,Small Market,West,0,Beans,Espresso,Caffe Latte,46,46,Nevada,0,40,30,40,12,Regular
313,435,33,10,2013-08-09,836,48,Small Market,West,9,Beans,Espresso,Caffe Latte,40,86,Utah,30,40,30,70,21,Regular
314,314,82,-13,2013-08-10,1804,40,Small Market,Central,25,Leaves,Herbal Tea,Lemon,-13,130,Missouri,70,40,0,110,49,Decaf
315,435,82,-12,2013-08-11,1804,40,Small Market,West,25,Leaves,Herbal Tea,Mint,-12,130,Utah,70,40,0,110,48,Decaf
316,636,35,3,2013-08-12,248,47,Small Market,Central,11,Leaves,Tea,Darjeeling,13,87,Missouri,20,40,10,60,38,Regular
317,573,34,-4,2013-08-13,211,42,Small Market,Central,12,Leaves,Tea,Earl Grey,-4,81,Missouri,20,40,0,60,45,Regular
318,314,33,-6,2013-08-14,243,41,Small Market,Central,12,Leaves,Tea,Green Tea,-6,79,Missouri,20,40,0,60,45,Regular
319,603,0,17,2013-08-15,387,43,Small Market,East,0,Leaves,Tea,Green Tea,47,46,New Hampshire,0,40,30,40,11,Regular
320,435,44,0,2013-08-16,325,62,Small Market,West,40,Leaves,Tea,Darjeeling,-10,113,Utah,30,40,-10,70,69,Regular
321,614,29,7,2013-08-17,490,44,Major Market,Central,8,Leaves,Herbal Tea,Chamomile,37,78,Ohio,20,40,30,60,19,Decaf
322,440,33,13,2013-08-18,870,49,Major Market,Central,9,Leaves,Herbal Tea,Lemon,43,87,Ohio,30,40,30,70,20,Decaf
323,774,46,0,2013-08-19,422,57,Major Market,East,17,Leaves,Herbal Tea,Lemon,10,110,Massachusetts,30,40,10,70,50,Decaf
324,321,30,9,2013-08-20,882,45,Major Market,East,8,Leaves,Tea,Darjeeling,39,80,Florida,30,40,30,70,19,Regular
325,774,29,7,2013-08-21,490,44,Major Market,East,8,Leaves,Tea,Green Tea,37,78,Massachusetts,30,40,30,70,19,Regular
326,608,24,-11,2013-08-22,567,32,Small Market,Central,7,Beans,Espresso,Decaf Espresso,19,60,Wisconsin,30,40,30,70,19,Decaf
327,775,0,16,2013-08-23,344,43,Small Market,West,0,Beans,Espresso,Caffe Latte,46,46,Nevada,0,40,30,40,12,Regular
328,435,31,9,2013-08-24,844,46,Small Market,West,8,Beans,Espresso,Caffe Latte,39,82,Utah,30,40,30,70,20,Regular
329,715,34,15,2013-08-25,863,51,Small Market,Central,9,Leaves,Herbal Tea,Lemon,45,91,Wisconsin,30,40,30,70,21,Decaf
330,603,39,-7,2013-08-26,250,49,Small Market,East,14,Leaves,Herbal Tea,Lemon,3,94,New Hampshire,20,40,10,60,47,Decaf
331,505,31,-10,2013-08-27,1009,38,Small Market,South,9,Leaves,Herbal Tea,Lemon,10,74,New Mexico,20,40,20,60,31,Decaf
332,314,38,6,2013-08-28,256,51,Small Market,Central,12,Leaves,Tea,Darjeeling,16,95,Missouri,30,40,10,70,40,Regular
333,660,39,3,2013-08-29,250,49,Small Market,Central,14,Leaves,Tea,Green Tea,3,94,Missouri,30,40,0,70,47,Regular
334,603,0,17,2013-08-30,344,43,Small Market,East,0,Leaves,Tea,Green Tea,47,46,New Hampshire,0,40,30,40,11,Regular
335,253,41,25,2013-08-31,320,66,Small Market,West,12,Leaves,Tea,Darjeeling,45,114,Washington,30,40,20,70,36,Regular
336,435,38,8,2013-09-01,256,51,Small Market,West,12,Leaves,Tea,Earl Grey,18,95,Utah,20,40,10,60,39,Regular
337,253,43,22,2013-09-02,466,63,Small Market,West,13,Leaves,Tea,Earl Grey,42,113,Washington,30,40,20,70,35,Regular
338,216,51,-35,2013-09-03,503,71,Major Market,Central,46,Beans,Coffee,Decaf Irish Cream,-5,122,Ohio,40,70,30,110,76,Decaf
339,440,52,-34,2013-09-04,405,71,Major Market,Central,17,Beans,Coffee,Amaretto,26,123,Ohio,40,70,60,110,45,Regular
340,937,43,-32,2013-09-05,419,64,Major Market,Central,13,Beans,Coffee,Colombian,28,107,Ohio,30,70,60,100,36,Regular
341,774,51,-41,2013-09-06,542,65,Major Market,East,46,Beans,Espresso,Caffe Mocha,-11,116,Massachusetts,30,70,30,100,76,Regular
342,832,72,5,2013-09-07,-868,110,Major Market,South,23,Beans,Espresso,Caffe Latte,55,182,Texas,40,70,50,110,55,Regular
343,863,48,-14,2013-09-08,851,70,Major Market,East,13,Leaves,Tea,Green Tea,46,118,Florida,50,70,60,120,24,Regular
344,985,60,-12,2013-09-09,329,99,Small Market,South,18,Beans,Espresso,Caffe Mocha,58,159,Louisiana,30,70,70,100,41,Regular
345,971,52,-33,2013-09-10,405,71,Small Market,West,17,Beans,Espresso,Caffe Mocha,27,123,Oregon,30,70,60,100,44,Regular
346,253,56,-34,2013-09-11,385,70,Small Market,West,21,Beans,Espresso,Caffe Mocha,16,126,Washington,40,70,50,110,54,Regular
347,405,56,-34,2013-09-12,385,70,Small Market,South,21,Leaves,Herbal Tea,Chamomile,16,126,Oklahoma,40,70,50,110,54,Decaf
348,435,45,-37,2013-09-13,447,69,Small Market,West,14,Leaves,Herbal Tea,Lemon,23,114,Utah,20,70,60,90,46,Decaf
349,567,52,-13,2013-09-14,509,73,Major Market,Central,47,Beans,Coffee,Decaf Irish Cream,-3,125,Ohio,50,70,10,120,76,Decaf
350,614,46,-8,2013-09-15,424,68,Major Market,Central,14,Beans,Coffee,Colombian,32,114,Ohio,40,70,40,110,36,Regular
351,303,52,-14,2013-09-16,509,73,Major Market,Central,47,Leaves,Herbal Tea,Lemon,-4,125,Colorado,40,70,10,110,77,Decaf
352,720,59,-8,2013-09-17,411,79,Major Market,Central,19,Leaves,Herbal Tea,Mint,32,138,Colorado,50,70,40,120,47,Decaf
353,713,59,-8,2013-09-18,411,79,Major Market,South,19,Leaves,Herbal Tea,Chamomile,32,138,Texas,50,70,40,120,47,Decaf
354,718,50,-3,2013-09-19,589,73,Major Market,East,14,Leaves,Tea,Green Tea,47,123,New York,50,70,50,120,26,Regular
355,860,53,-14,2013-09-20,380,71,Small Market,East,17,Beans,Espresso,Decaf Espresso,26,124,Connecticut,50,70,40,120,45,Decaf
356,435,54,2,2013-09-21,885,78,Small Market,West,15,Beans,Espresso,Decaf Espresso,52,132,Utah,50,70,50,120,26,Decaf
357,505,43,-10,2013-09-22,452,66,Small Market,South,14,Beans,Coffee,Colombian,20,109,New Mexico,50,70,30,120,46,Regular
358,504,61,-9,2013-09-23,-906,86,Small Market,South,55,Beans,Espresso,Caffe Latte,1,147,Louisiana,40,70,10,110,85,Regular
359,541,55,-14,2013-09-24,410,69,Small Market,West,20,Beans,Espresso,Caffe Latte,16,124,Oregon,50,70,30,120,53,Regular
360,860,82,8,2013-09-25,601,102,Small Market,East,31,Leaves,Herbal Tea,Lemon,38,184,Connecticut,60,70,30,130,64,Decaf
361,715,61,2,2013-09-26,613,86,Small Market,Central,55,Leaves,Tea,Earl Grey,2,147,Wisconsin,50,70,0,120,84,Regular
362,425,53,-1,2013-09-27,321,88,Small Market,West,16,Leaves,Tea,Darjeeling,49,141,Washington,30,70,50,100,39,Regular
363,419,47,-16,2013-09-28,521,65,Major Market,Central,42,Beans,Coffee,Decaf Irish Cream,-6,112,Ohio,40,70,10,110,71,Decaf
364,513,54,-11,2013-09-29,424,73,Major Market,Central,17,Beans,Coffee,Amaretto,29,127,Ohio,50,70,40,120,44,Regular
365,512,67,17,2013-09-30,-1239,101,Major Market,South,22,Beans,Espresso,Caffe Latte,47,168,Texas,50,70,30,120,54,Regular
366,309,54,3,2013-10-01,601,79,Major Market,Central,15,Leaves,Tea,Darjeeling,53,133,Illinois,40,70,50,110,26,Regular
367,816,63,-4,2013-10-02,1075,76,Small Market,Central,19,Beans,Coffee,Decaf Irish Cream,36,139,Missouri,60,70,40,130,40,Decaf
368,959,49,-19,2013-10-03,392,65,Small Market,East,16,Beans,Espresso,Decaf Espresso,21,114,Connecticut,40,70,40,110,44,Decaf
369,435,50,-3,2013-10-04,898,73,Small Market,West,14,Beans,Espresso,Decaf Espresso,47,123,Utah,40,70,50,110,26,Decaf
370,603,52,-13,2013-10-05,327,75,Small Market,East,16,Beans,Coffee,Amaretto,37,127,New Hampshire,40,70,50,110,38,Regular
371,475,55,-12,2013-10-06,627,76,Small Market,East,49,Beans,Espresso,Caffe Mocha,-2,131,Connecticut,50,70,10,120,78,Regular
372,603,49,-14,2013-10-07,335,69,Small Market,East,44,Beans,Espresso,Caffe Mocha,-4,118,New Hampshire,40,70,10,110,73,Regular
373,503,41,-19,2013-10-08,482,57,Small Market,West,13,Beans,Coffee,Colombian,1,98,Oregon,40,70,20,110,56,Regular
374,503,54,-12,2013-10-09,424,73,Small Market,West,17,Beans,Espresso,Caffe Mocha,28,127,Oregon,50,70,40,120,45,Regular
375,405,65,2,2013-10-10,403,80,Small Market,South,24,Leaves,Herbal Tea,Chamomile,22,145,Oklahoma,60,70,20,130,58,Decaf
376,435,52,-4,2013-10-11,327,75,Small Market,West,16,Leaves,Herbal Tea,Chamomile,36,127,Utah,40,70,40,110,39,Decaf
377,801,48,-12,2013-10-12,462,74,Small Market,West,15,Leaves,Herbal Tea,Lemon,28,122,Utah,40,70,40,110,46,Decaf
378,425,49,-4,2013-10-13,845,71,Small Market,West,13,Leaves,Herbal Tea,Lemon,46,120,Washington,40,70,50,110,25,Decaf
379,860,50,-3,2013-10-14,898,73,Small Market,East,14,Leaves,Tea,Darjeeling,47,123,Connecticut,50,70,50,120,26,Regular
380,234,51,-37,2013-10-15,503,71,Major Market,Central,46,Beans,Coffee,Decaf Irish Cream,-7,130,Ohio,40,70,30,110,76,Decaf
381,614,52,-21,2013-10-16,405,71,Major Market,Central,17,Beans,Coffee,Amaretto,39,131,Ohio,40,70,60,110,45,Regular
382,937,43,-18,2013-10-17,419,64,Major Market,Central,13,Beans,Coffee,Colombian,42,114,Ohio,30,70,60,100,36,Regular
383,774,51,-46,2013-10-18,542,65,Major Market,East,46,Beans,Espresso,Caffe Mocha,-16,124,Massachusetts,30,70,30,100,76,Regular
384,682,72,32,2013-10-19,-868,110,Major Market,South,23,Beans,Espresso,Caffe Latte,82,194,Texas,40,70,50,110,55,Regular
385,772,48,8,2013-10-20,851,70,Major Market,East,13,Leaves,Tea,Green Tea,68,126,Florida,50,70,60,120,24,Regular
386,225,60,16,2013-10-21,329,99,Small Market,South,18,Beans,Espresso,Caffe Mocha,86,169,Louisiana,30,70,70,100,41,Regular
387,541,52,-20,2013-10-22,405,71,Small Market,West,17,Beans,Espresso,Caffe Mocha,40,131,Oregon,30,70,60,100,44,Regular
388,425,56,-26,2013-10-23,385,70,Small Market,West,21,Beans,Espresso,Caffe Mocha,24,134,Washington,40,70,50,110,54,Regular
389,580,56,-26,2013-10-24,385,70,Small Market,South,21,Leaves,Herbal Tea,Chamomile,24,134,Oklahoma,40,70,50,110,54,Decaf
390,435,45,-26,2013-10-25,447,69,Small Market,West,14,Leaves,Herbal Tea,Lemon,34,121,Utah,20,70,60,90,46,Decaf
391,614,52,-14,2013-10-26,509,73,Major Market,Central,47,Beans,Coffee,Decaf Irish Cream,-4,133,Ohio,50,70,10,120,76,Decaf
392,234,46,7,2013-10-27,424,68,Major Market,Central,14,Beans,Coffee,Colombian,47,121,Ohio,40,70,40,110,36,Regular
393,970,52,-16,2013-10-28,509,73,Major Market,Central,47,Leaves,Herbal Tea,Lemon,-6,133,Colorado,40,70,10,110,77,Decaf
